"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Galan","mean_Female_Galan","mean_other_Galan","sd_Male_Galan","sd_Female_Galan","sd_other_Galan","mean_Fruits_galan","mean_Seeds_galan","mean_Leaves_galan","mean_Flowers_galan","mean_Animal_galan","sd_Fruits_galan","sd_Seeds_galan","sd_Leaves_galan","sd_Flowers_galan","sd_Animals_galan","IVSO_prop","IVSOint","superfamily"
"120","pop","Callicebus_coimbrai","Coimbra-Filho's Titi Monkey","Fazenda Trapsa, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",NA,1.165,1.21,NA,NA,NA,61,10,22,4,3,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"123","pop","Callicebus_melanochir","Southern Bahian Titi Monkey","Lemos Maia Experimental Station, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",NA,1.4,1.37,NA,NA,NA,54.7,21.9,17.2,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"125","pop","Callicebus_nigrifrons","Black-fronted Titi Monkey","Nature Reserve of Serra do Caraca, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"groups","one","none","AR",NA,NA,NA,NA,NA,NA,58.5,NA,19,17.5,2,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"127","pop","Callicebus_personatus","Masked Titi Monkey","Lemos Maia Experimental station, Brazil","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",1.27,1.378,NA,NA,NA,NA,81,NA,18,1,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"128","pop","Callicebus_personatus","Masked Titi Monkey","Linhares Forest Reserve, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",1.27,1.378,NA,NA,NA,NA,81,NA,18,1,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"130","pop","Callimico_goeldii","Goeldi's Monkey","Pando Department, Bolivia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,1,NA,NA,NA,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","MF","MF",0.428571429,"groups","one","none","AR",0.499,0.468,0.48,NA,NA,NA,31,NA,NA,NA,34,NA,NA,NA,NA,NA,0.571428571,3,"Ceboidea"
"131","pop","Callimico_goeldii","Goeldi's Monkey","Rio Tahuamanu, Peru","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.499,0.468,0.48,NA,NA,NA,31,NA,NA,NA,34,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"132","pop","Callimico_goeldii","Goeldi's Monkey","Mucden, Bolivia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",0.499,0.468,0.48,NA,NA,NA,31,NA,NA,NA,34,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"134","pop","Callithrix_aurita","Buffy-tufted-ear Marmoset","Cunha Nucleus Mar State Park, Brazil","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","yes","AR",0.453,0.431,0.44,NA,NA,NA,28.67,NA,NA,NA,29.66,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"135","pop","Callithrix_aurita","Buffy-tufted-ear Marmoset","Fazenda Lagoa, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",0.453,0.431,0.44,NA,NA,NA,28.67,NA,NA,NA,29.66,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"137","pop","Callithrix_flaviceps","Buffy-headed Marmoset","Augusto Ruschi Biological Reserve, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.43,0.43,NA,NA,NA,NA,5.845,4.04,NA,NA,17.31,5.381082605,NA,NA,NA,3.648670991,0,0,"Ceboidea"
"138","pop","Callithrix_flaviceps","Buffy-headed Marmoset","Fazenda Montes Carlos, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","FMM","FFMM",0.5,"groups","one","yes","AR",0.43,0.43,NA,NA,NA,NA,5.845,4.04,NA,NA,17.31,5.381082605,NA,NA,NA,3.648670991,0.5,1,"Ceboidea"
"141","pop","Callithrix_jacchus","Common Marmoset","Camaragibe Pernambuco, Brazil","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.317,0.324,0.32,NA,NA,NA,23,NA,NA,NA,9,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"142","pop","Callithrix_jacchus","Common Marmoset","Dois Irmfios Forest, Brazil","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FFMM","FFMM",0.875,"groups","one","none","AR",0.317,0.324,0.32,NA,NA,NA,23,NA,NA,NA,9,NA,NA,NA,NA,NA,0.125,1,"Ceboidea"
"143","pop","Callithrix_jacchus","Common Marmoset","Ecological station of Tapacura, Brazil","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,NA,NA,NA,NA,10,2,"wp","FFMM","FFMM",0.5,"groups","one","none","AR",0.317,0.324,0.32,NA,NA,NA,23,NA,NA,NA,9,NA,NA,NA,NA,NA,0.5,5,"Ceboidea"
"144","pop","Callithrix_jacchus","Common Marmoset","EFLEX-IBAMA, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",0.317,0.324,0.32,NA,NA,NA,23,NA,NA,NA,9,NA,NA,NA,NA,NA,0.2,0,"Ceboidea"
"145","pop","Callithrix_jacchus","Common Marmoset","Baracuhy Biological Station, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,7,2,"wp","MF","MF",0.571428571,"groups","one","none","AR",0.317,0.324,0.32,NA,NA,NA,23,NA,NA,NA,9,NA,NA,NA,NA,NA,0.428571429,3,"Ceboidea"
"148","pop","Callithrix_penicillata","Black-tufted-ear Marmoset","Bauru, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MFF","MFF",1,"groups","one","none","AR",0.344,0.307,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"149","pop","Callithrix_penicillata","Black-tufted-ear Marmoset","Brazilian Botanical Garden, Brazil","Forest_Savanna_Shrubland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.344,0.307,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"152","pop","Cebus_albifrons","Ecuadorian White-fronted Capuchin","Cerro Blanco Protected Forest, Ecuator","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"153","pop","Cebus_albifrons","Ecuadorian White-fronted Capuchin","Hacienda Paraiso, Ecuator","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.6,"groups","one","none","AR",2.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Ceboidea"
"154","pop","Cebus_albifrons","Ecuadorian White-fronted Capuchin","Jauneche, Ecuator","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"155","pop","Cebus_albifrons","Ecuadorian White-fronted Capuchin","La Hesperia Biological Reserve, Ecuator","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",2.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"156","pop","Cebus_albifrons","Ecuadorian White-fronted Capuchin","Lalo Loor Dry Forest Reserve, Ecuator","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"158","pop","Cebus_albifrons","Humboldt's White-fronted Capuchin","TBS, Ecuador","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","BOTH",3.18,2.29,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"161","pop","Cebus_capucinus","Colombian White-faced Capuchin","Barro Colorado Island, Panama","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,9,2,"none","FFMM","FFMM",1,"groups","one","none","AR",3.68,2.54,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"162","pop","Cebus_capucinus","Colombian White-faced Capuchin","La Selva Biological Station, Costa Rica","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.68,2.54,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"163","pop","Cebus_capucinus","Colombian White-faced Capuchin","Lomas Barbudal Biological Reserve, Costa Rica","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,23,NA,NA,NA,NA,NA,NA,NA,25,5,"wp","FFMM","FFMM",0.92,"groups","one","none","AR",3.68,2.54,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,1,"Ceboidea"
"164","pop","Cebus_capucinus","Colombian White-faced Capuchin","Santa Rosa, Costa Rica","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,9,NA,33,NA,NA,NA,NA,NA,NA,NA,42,4,"wp","FFMM","FFMM",0.785714286,"groups","one","none","AR",3.68,2.54,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214285714,8,"Ceboidea"
"168","pop","Cebus_kaapori","Ka'apor Capuchin","Goianesia do Para, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3,2.4,2.7,NA,NA,NA,74,NA,NA,NA,13,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"171","pop","Cebus_olivaceus","Guianan Weeper Capuchin","Fundo Pecquario Masaguaral, Venezuela","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,"wp","MFF","MFF",0.75,"groups","one","none","AR",3.24,2.52,2.88,NA,NA,NA,65,NA,NA,1,28,NA,NA,NA,NA,NA,0.25,1,"Ceboidea"
"174","pop","Cercocebus_agilis","Agile Mangabey","Dzanga Ndoki National Park, Central African Republic","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",9.5,5.66,7.58,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"175","pop","Cercocebus_agilis","Agile Mangabey","M'Bondou, Gabon","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","MFF","MFF",0.666666667,"groups","ff","yes","BOTH",9.5,5.66,7.58,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,"Cercopithecoidea"
"177","pop","Cercocebus_atys","Sooty Mangabey","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,"none","FFMM","FFMM",1,"groups","one","none","T",11,6.2,NA,NA,NA,NA,20,58,1,1.3,13,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"180","pop","Cercocebus_galeritus","Tana River/ Crested Mangabey","Tana River, Kenya","Forest_Grassland_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,8,2,"wp","FFMM","FFMM",0.875,"groups","one","none","BOTH",9.61,5.26,7.44,NA,NA,NA,61.4,18,2.5,1.9,NA,NA,NA,NA,NA,NA,0.125,1,"Cercopithecoidea"
"182","pop","Cercocebus_atys","White napped Mangabey","Comoé National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","T",9.45,5.1,7.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"184","pop","Cercocebus_sanjei","Sanje Mangabey","Udzungwa Mountain National Park, Tanzania","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","yes","BOTH",10.3,5.8,8.05,NA,NA,NA,50,27,4,2,11,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"186","pop","Cercocebus_torquatus","Red capped Mangabey","Sentier Nature Forest, Gabon","Shrubland_Grassland_Forest_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","FFMM","FFMM",0.666666667,"groups","ff","none","BOTH",9.47,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,"Cercopithecoidea"
"188","pop","Cercopithecus_ascanius","Red-tailed Monkey/Guenon","Kibale National Park, Uganda","Grassland_Forest_Woodland",1,1,"both",3,"Diurnal",1,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,"none","MFF","MFF",1,"groups","one","none","AR",3.69,2.79,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"189","pop","Cercopithecus_ascanius","Red-tailed Monkey/Guenon","Kibale Forest, Uganda","Forest",0,1,"closed",1,"Diurnal",2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"none","MFF","MFF",1,"groups","one","none","AR",3.69,2.79,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"190","pop","Cercopithecus_ascanius","Red-tailed Monkey/Guenon","Kakamega Forest, Kenya","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",3.69,2.79,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"191","pop","Cercopithecus_ascanius","Red-tailed Monkey/Guenon","Kasala Forest Reserve, Uganda","Forest",0,1,"closed",1,"Diurnal",2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",3.69,2.79,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"193","pop","Cercopithecus_campbelli","Campbell's Monkey/Guenon","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"none","MFF","MFF",1,"groups","one","none","AR",4.5,2.7,3.6,NA,NA,NA,46,NA,8,1,33,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"195","pop","Cercopithecus_cephus","Moustached Monkey/Guenon","M'passa, Gabon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MF","MFF",0.5,"groups","one","none","AR",4.09,2.88,3.48,NA,NA,NA,80,NA,NA,NA,19,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"197","pop","Cercopithecus_pogonias","Crowned Monkey","M'passa, Gabon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups"," ","none","AR",4.25,2.83,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"199","pop","Cercopithecus_diana","Diana Monkey","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7,"none","MFF","MFF",1,"groups","one","none","AR",5.2,3.9,4.5,NA,NA,NA,59,NA,16,3,16,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"200","pop","Cercopithecus_diana","Diana Monkey","Tiwai, Sierra Leone","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MFF","MFF",1,"groups","one","none","AR",5.2,3.9,4.5,NA,NA,NA,59,NA,16,3,16,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"203","pop","Cercopithecus_erythrogaster","White-throated Monkey","Okomu Forest Reserve, Nigeria","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups"," ","none","AR",4,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"207","pop","Cercopithecus_campbelli","Lowe's Monkey","Adiopodoumé, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","ff","yes","AR",5.2,2.6,3.9,NA,NA,NA,25,NA,NA,NA,59.5,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"209","pop","Cercopithecus_mitis","Blue Monkey","Kakamega Forest, Kenya","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,6,3,"wp","MFF","MFF",0.833333333,"groups","ff","yes","AR",5.85,3.93,4.89,NA,NA,NA,56.46,NA,20,8.55,25.56,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"210","pop","Cercopithecus_mitis","Blue Monkey","Gede Ruins National Monument, Kenya","Woodland",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups"," ","none","AR",5.85,3.93,4.89,NA,NA,NA,56.46,NA,20,8.55,25.56,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"211","pop","Cercopithecus_mitis","Blue Monkey","Mount Kilum, Cameroun","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","ff","none","AR",5.85,3.93,4.89,NA,NA,NA,56.46,NA,20,8.55,25.56,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"212","pop","Cercopithecus_mitis","Blue Monkey","Kibale National Park, Uganda","Forest_Grassland",1,1,"both",2,"Diurnal",16,NA,NA,NA,NA,NA,NA,15,NA,1,1,NA,NA,NA,NA,NA,NA,16,4,"wp","MFF","MFF",0.9375,"groups","ff","yes","AR",5.85,3.93,4.89,NA,NA,NA,56.46,NA,20,8.55,25.56,NA,NA,NA,NA,NA,0.0625,1,"Cercopithecoidea"
"213","pop","Cercopithecus_mitis","Blue Monkey","Ngoye Forest, South Africa","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,"wp","MFF","MFF",0.75,"groups"," ","none","AR",5.85,3.93,4.89,NA,NA,NA,56.46,NA,20,8.55,25.56,NA,NA,NA,NA,NA,0.25,1,"Cercopithecoidea"
"214","pop","Cercopithecus_mitis","Blue Monkey","Virunga Volcano, Rwanda","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups"," ","none","AR",5.85,3.93,4.89,NA,NA,NA,56.46,NA,20,8.55,25.56,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"216","pop","Cercopithecus_mona","Mona Monkey","Grenada Island","Forest_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,26,NA,NA,NA,NA,NA,5,1,"wp","MFF","MFF",0.8,"groups"," ","yes","AR",5.067,3,NA,NA,NA,NA,41.7,22,13.6,11.7,9.9,NA,NA,NA,NA,NA,0.2,0,"Cercopithecoidea"
"218","pop","Cercopithecus_neglectus","De Brazza's' Monkey","Kisere Forest Reserve, Kenya","Wetland_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"none","MFF","MFF",1,"groups"," ","yes","BOTH",7.35,4.13,5.74,NA,NA,NA,74.5,NA,9,3,5,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"219","pop","Cercopithecus_neglectus","De Brazza's' Monkey","Makokou, Gabon","Wetland_Forest",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","MF","MF",0.714285714,"groups","ff","yes","BOTH",7.35,4.13,5.74,NA,NA,NA,74.5,NA,9,3,5,NA,NA,NA,NA,NA,0.285714286,2,"Cercopithecoidea"
"221","pop","Cercopithecus_nictitans","Greater spot-nosed Monkey","Gashaka-Gumti National Park, Nigeria","Forest_Savanna",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"none","MFF","MFF",1,"groups"," ","none","AR",6.67,4.25,5.46,NA,NA,NA,70,50,45,NA,10,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"222","pop","Cercopithecus_nictitans","Greater spot-nosed Monkey","M'passa, Gabon","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups"," ","none","AR",6.67,4.25,5.46,NA,NA,NA,70,50,45,NA,10,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"224","pop","Cercopithecus_petaurista","Lesser spot-nosed Monkey","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,4,3,"wp","MFF","MFF",0.75,"groups"," ","yes","AR",4.4,2.9,NA,NA,NA,NA,34,NA,40,6,12,NA,NA,NA,NA,NA,0.25,1,"Cercopithecoidea"
"226","pop","Cercopithecus_diana","Roloway Monkey","Bia National Park, Ghana","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"wp","FFMM","FFMM",1,"groups","one","yes","AR",5.2,3.9,4.55,NA,NA,NA,20.9,NA,6.5,5.7,33.8,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"231","pop","Cheirogaleus_major","Greater Dwarf Lemur","Littoral Rain Forest, Southern Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"groups","one","none","AR",0.5746,0.4433,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
