"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_all","mean_Female_all","mean_other_all","sd_Male_all","sd_Female_all","sd_other_all","mean_Fruits_all","mean_Seeds_all","mean_Leaves_all","mean_Flowers_all","mean_Animal_all","sd_Fruits_all","sd_Seeds_all","sd_Leaves_all","sd_Flowers_all","sd_Animals_all","IVSO_prop","IVSOint","superfamily"
"3","pop","Allocebus_trichotis","Hairy-eared Dwarf Lemur","Analamazaotra Special Reserve, Central Eastern Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"solitary","one","none","AR",0.0875,0.081,0.0805,0.006363961,0.004242641,0.000707107,14,NA,NA,14,51.75,NA,NA,NA,NA,15.2027958,0,0,"Lemuroidea"
"5","pop","Cercopithecus_preussi","L'hoest's Monkey","Mount Kilum, Cameroun","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"solitary","one","none","T",6.35,3.25,4.525,1.439618005,0.494974747,1.025304833,51.95,NA,1.6,1.2,0.2,0.070710678,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"11","pop","Alouatta_caraya","Paranguyan Howler Monkey","Beco Xavier Tupancireta, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",7.171428571,4.195,NA,0.531834203,0.710823466,NA,19.88,0.4,75.5,4.88,NA,5.784202624,NA,24.26406808,4.37344258,NA,0,0,"Ceboidea"
"12","pop","Alouatta_caraya","Paranguyan Howler Monkey","Establecimiento Nossa Senora da Conceicao, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",7.171428571,4.195,NA,0.531834203,0.710823466,NA,19.88,0.4,75.5,4.88,NA,5.784202624,NA,24.26406808,4.37344258,NA,0.5,1,"Ceboidea"
"13","pop","Alouatta_caraya","Paranguyan Howler Monkey","Estancia Casa Branca, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",7.171428571,4.195,NA,0.531834203,0.710823466,NA,19.88,0.4,75.5,4.88,NA,5.784202624,NA,24.26406808,4.37344258,NA,0,0,"Ceboidea"
"14","pop","Alouatta_caraya","Paranguyan Howler Monkey","Isla Brasilera, Argentina","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,7,NA,21,NA,NA,NA,NA,NA,NA,NA,28,5,"wp","FFMM","FFMM",0.75,"groups","one","yes","AR",7.171428571,4.195,NA,0.531834203,0.710823466,NA,19.88,0.4,75.5,4.88,NA,5.784202624,NA,24.26406808,4.37344258,NA,0.25,7,"Ceboidea"
"15","pop","Alouatta_caraya","Paranguyan Howler Monkey","Protected area of upper Panama river, Brazil","Forest_Grassland_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,11,1,"wp","FFMM","FFMM",0.818181818,"groups","one","none","AR",7.171428571,4.195,NA,0.531834203,0.710823466,NA,19.88,0.4,75.5,4.88,NA,5.784202624,NA,24.26406808,4.37344258,NA,0.181818182,2,"Ceboidea"
"16","pop","Alouatta_caraya","Paranguyan Howler Monkey","San cayetano Corrientese, Argentina","Forest_Grassland",1,1,"both",2,"Diurnal",NA,1,NA,NA,NA,NA,NA,32,NA,8,NA,NA,NA,NA,NA,NA,NA,40,2,"wp","MFF","MFF",0.8,"groups","one","none","AR",7.171428571,4.195,NA,0.531834203,0.710823466,NA,19.88,0.4,75.5,4.88,NA,5.784202624,NA,24.26406808,4.37344258,NA,0.2,7,"Ceboidea"
"17","pop","Alouatta_caraya","Paranguyan Howler Monkey","Sao Francisco de Assis, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","FFMM","FFMM",0.428571429,"groups","one","none","AR",7.171428571,4.195,NA,0.531834203,0.710823466,NA,19.88,0.4,75.5,4.88,NA,5.784202624,NA,24.26406808,4.37344258,NA,0.571428571,3,"Ceboidea"
"18","pop","Alouatta_caraya","Paranguyan Howler Monkey","Tocantins River, Brazil","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FFMM","FFMM",0.5,"groups","one","none","AR",7.171428571,4.195,NA,0.531834203,0.710823466,NA,19.88,0.4,75.5,4.88,NA,5.784202624,NA,24.26406808,4.37344258,NA,0.5,4,"Ceboidea"
"21","pop","Alouatta_discolor","Spix's Howler Monkey","Teles Pires River, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",7.25,5.5,6.37,NA,NA,NA,55.6,NA,24.8,5.7,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"23","pop","Alouatta_guariba","Brown Howler Monkey","Sao Francisco de Assis, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.49,4.45,NA,0.339411255,0.141421356,NA,24.3,NA,62.1,11.75,NA,21.00737966,NA,24.3538498,0.070710678,NA,0,0,"Ceboidea"
"24","pop","Alouatta_guariba","Brown Howler Monkey","Campo de instrucao de santa maria, Brazil","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MFF","MFF",1,"groups","one","none","AR",6.49,4.45,NA,0.339411255,0.141421356,NA,24.3,NA,62.1,11.75,NA,21.00737966,NA,24.3538498,0.070710678,NA,0,0,"Ceboidea"
"25","pop","Alouatta_guariba","Brown Howler Monkey","Moro Geisler, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","MFF","MFF",0.666666667,"groups","one","none","AR",6.49,4.45,NA,0.339411255,0.141421356,NA,24.3,NA,62.1,11.75,NA,21.00737966,NA,24.3538498,0.070710678,NA,0.333333333,0,"Ceboidea"
"26","pop","Alouatta_guariba","Brown Howler Monkey","Chacara payquere do Bugre, Brazil","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,3,NA,1,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,9,2,"wp","MFF","FFMM",0.444444444,"groups","ff","yes","AR",6.49,4.45,NA,0.339411255,0.141421356,NA,24.3,NA,62.1,11.75,NA,21.00737966,NA,24.3538498,0.070710678,NA,0.555555556,5,"Ceboidea"
"27","pop","Alouatta_guariba","Brown Howler Monkey","Parque Sao Paulo Village","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.49,4.45,NA,0.339411255,0.141421356,NA,24.3,NA,62.1,11.75,NA,21.00737966,NA,24.3538498,0.070710678,NA,0,0,"Ceboidea"
"28","pop","Alouatta_guariba","Brown Howler Monkey","Porto Allegre, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,"none","MFF","MFF",1,"groups","one","none","AR",6.49,4.45,NA,0.339411255,0.141421356,NA,24.3,NA,62.1,11.75,NA,21.00737966,NA,24.3538498,0.070710678,NA,0,0,"Ceboidea"
"32","pop","Alouatta_palliata","Mantled Howler Monkey","Los Tuxlas, Mexico","Artificial_Forest",0,1,"closed",2,"Diurnal",13,NA,NA,NA,NA,NA,NA,2,1,14,NA,NA,NA,NA,NA,NA,NA,17,5,"wp","FFMM","FFMM",0.823529412,"groups","one","none","AR",6.411,5.161666667,6.12,0.488807733,0.26787746,NA,25.75,5,56.8,11.6,NA,18.7383297,NA,9.616652224,9.333809512,NA,0.176470588,2,"Ceboidea"
"33","pop","Alouatta_palliata","Mantled Howler Monkey","Isla de Ometepe, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.411,5.161666667,6.12,0.488807733,0.26787746,NA,25.75,5,56.8,11.6,NA,18.7383297,NA,9.616652224,9.333809512,NA,0,0,"Ceboidea"
"34","pop","Alouatta_palliata","Mantled Howler Monkey","Hacienda la pacifica, Costa Rica","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,7,"none","FFMM","FFMM",1,"groups","one","yes","AR",6.411,5.161666667,6.12,0.488807733,0.26787746,NA,25.75,5,56.8,11.6,NA,18.7383297,NA,9.616652224,9.333809512,NA,0,0,"Ceboidea"
"35","pop","Alouatta_palliata","Mantled Howler Monkey","Agaltepec island","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","AR",6.411,5.161666667,6.12,0.488807733,0.26787746,NA,25.75,5,56.8,11.6,NA,18.7383297,NA,9.616652224,9.333809512,NA,0,0,"Ceboidea"
"36","pop","Alouatta_palliata","Mantled Howler Monkey","Macuspana, Tabasco","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,3,"none","FFMM","FFMM",1,"groups","one","none","AR",6.411,5.161666667,6.12,0.488807733,0.26787746,NA,25.75,5,56.8,11.6,NA,18.7383297,NA,9.616652224,9.333809512,NA,0,0,"Ceboidea"
"37","pop","Alouatta_palliata","Mantled Howler Monkey","Barro Colorado Island, Panama","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA,10,2,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",6.411,5.161666667,6.12,0.488807733,0.26787746,NA,25.75,5,56.8,11.6,NA,18.7383297,NA,9.616652224,9.333809512,NA,0.2,1,"Ceboidea"
"38","pop","Alouatta_palliata","Mantled Howler Monkey","Tabasco y Dolores, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,1,7,NA,NA,NA,NA,NA,NA,NA,13,1,"wp","FFMM","FFMM",0.538461538,"groups","one","none","AR",6.411,5.161666667,6.12,0.488807733,0.26787746,NA,25.75,5,56.8,11.6,NA,18.7383297,NA,9.616652224,9.333809512,NA,0.461538462,6,"Ceboidea"
"40","pop","Alouatta_pigra","Central American Black Howler Monkey","Palenque National Park, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,3,10,NA,NA,NA,NA,NA,NA,NA,17,3,"wp","FFMM","FFMM",0.588235294,"groups","one","none","AR",6.919166667,5.167333333,6.56,0.513044426,0.407540591,NA,36.506,NA,46.796,6.133333333,NA,5.801437753,NA,20.43096865,3.971565602,NA,0.411764706,7,"Ceboidea"
"41","pop","Alouatta_pigra","Central American Black Howler Monkey","Muscapana Tabasco, Mexico","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.919166667,5.167333333,6.56,0.513044426,0.407540591,NA,36.506,NA,46.796,6.133333333,NA,5.801437753,NA,20.43096865,3.971565602,NA,0,0,"Ceboidea"
"42","pop","Alouatta_pigra","Central American Black Howler Monkey","Muscapana area, private catle, Mexico","Artificial_Shrubland",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MFF","MFF",1,"groups","one","none","AR",6.919166667,5.167333333,6.56,0.513044426,0.407540591,NA,36.506,NA,46.796,6.133333333,NA,5.801437753,NA,20.43096865,3.971565602,NA,0,0,"Ceboidea"
"43","pop","Alouatta_pigra","Central American Black Howler Monkey","Mexican state of Campeche, Mexico","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,6,1,11,NA,NA,NA,NA,NA,NA,NA,19,2,"wp","FFMM","FFMM",0.578947368,"groups","one","none","AR",6.919166667,5.167333333,6.56,0.513044426,0.407540591,NA,36.506,NA,46.796,6.133333333,NA,5.801437753,NA,20.43096865,3.971565602,NA,0.421052632,8,"Ceboidea"
"44","pop","Alouatta_pigra","Central American Black Howler Monkey","Leona Vicario, Mexico","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.919166667,5.167333333,6.56,0.513044426,0.407540591,NA,36.506,NA,46.796,6.133333333,NA,5.801437753,NA,20.43096865,3.971565602,NA,0,0,"Ceboidea"
"45","pop","Alouatta_pigra","Central American Black Howler Monkey","Comunity Baboon Sanctuary and CBWS, Belize","Artificial",0,0,"",1,"Diurnal",8,NA,NA,NA,NA,5,NA,24,2,15,NA,NA,NA,NA,NA,NA,NA,46,1,"wp","MFF","MFF",0.52173913,"groups","one","none","AR",6.919166667,5.167333333,6.56,0.513044426,0.407540591,NA,36.506,NA,46.796,6.133333333,NA,5.801437753,NA,20.43096865,3.971565602,NA,0.47826087,22,"Ceboidea"
"47","pop","Alouatta_sara","Bolivian Red Howler Monkey","Santa Rosa del Sara y Buena Vista, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,5,NA,11,NA,11,NA,NA,NA,NA,NA,NA,NA,27,1,"wp","MFF","FFMM",0.407407407,"groups","one","none","AR",NA,NA,6.25,NA,NA,0.353553391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592592593,16,"Ceboidea"
"49","pop","Alouatta_seniculus","Colombian Red Howler Monkey","La Montana de Ocaso, Colombian Andes","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,9,1,"none","FFMM","FFMM",1,"groups","one","none","AR",7.4034,5.8524,6.01,1.623748072,1.524789428,0.127279221,36.775,10.56666667,50.625,3.55,NA,16.5149175,14.05216472,1.291962332,1.793506807,NA,0,0,"Ceboidea"
"50","pop","Alouatta_seniculus","Colombian Red Howler Monkey","Hato Masaguaral, Venezuela","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,4,2,"wp","FFMM","FFMM",0.75,"groups","one","none","AR",7.4034,5.8524,6.01,1.623748072,1.524789428,0.127279221,36.775,10.56666667,50.625,3.55,NA,16.5149175,14.05216472,1.291962332,1.793506807,NA,0.25,1,"Ceboidea"
"51","pop","Alouatta_seniculus","Colombian Red Howler Monkey","El Frio, Venezuela","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,1,"none","FFMM","FFMM",1,"groups","one","none","AR",7.4034,5.8524,6.01,1.623748072,1.524789428,0.127279221,36.775,10.56666667,50.625,3.55,NA,16.5149175,14.05216472,1.291962332,1.793506807,NA,0,0,"Ceboidea"
"52","pop","Alouatta_seniculus","Colombian Red Howler Monkey","Petit Saut Electric Dam","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",7.4034,5.8524,6.01,1.623748072,1.524789428,0.127279221,36.775,10.56666667,50.625,3.55,NA,16.5149175,14.05216472,1.291962332,1.793506807,NA,0,0,"Ceboidea"
"55","pop","Aotus_azarae","Azara's Night Monkey","cattle ranch Estancia Guaycolec"," ",0,0,"",NA,"Cathemeral",NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,1,"none","MF","MF",1," ","one","none"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"64","pop","Aotus_nigriceps","Black-headed Night Monkey","Manu Learning Centre, Peru","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",0.875,1.04,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"68","pop","Aotus_zonalis","Panamanian Night Monkey","Campo Chagres, Panama","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"none","MF","MF",1,"groups","one","none","AR",0.889,0.916,NA,NA,NA,NA,65,NA,30,NA,5,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"69","pop","Aotus_zonalis","Panamanian Night Monkey","Cerro Azul, Panama","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"none","MF","MF",1,"groups","one","none","AR",0.889,0.916,NA,NA,NA,NA,65,NA,30,NA,5,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"73","pop","Ateles_belzebuth","White-bellied Spider Monkey","La Macarena, Columbia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,"none","FFMM","FFMM",1,"groups"," ","none","AR",8.396,7.996,NA,0.192333044,0.164048773,NA,84.4,NA,7.666666667,1.15,NA,6.710439628,NA,0.65064071,0.212132034,NA,0,0,"Ceboidea"
"74","pop","Ateles_belzebuth","White-bellied Spider Monkey","Manu National Park, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,1,"none","FFMM","FFMM",1,"groups"," ","none","AR",8.396,7.996,NA,0.192333044,0.164048773,NA,84.4,NA,7.666666667,1.15,NA,6.710439628,NA,0.65064071,0.212132034,NA,0,0,"Ceboidea"
"75","pop","Ateles_belzebuth","White-bellied Spider Monkey","Yasuni National Park, Ecuador","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups"," ","none","AR",8.396,7.996,NA,0.192333044,0.164048773,NA,84.4,NA,7.666666667,1.15,NA,6.710439628,NA,0.65064071,0.212132034,NA,0,0,"Ceboidea"
"77","pop","Ateles_chamek","Black Spider Monkey","Lago Caiman, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","AR",8.205,7.165,9.37,1.704127343,3.061772363,NA,80.25,NA,13.1,3.7,NA,7.848885271,NA,3.39411255,1.13137085,NA,0,0,"Ceboidea"
"78","pop","Ateles_chamek","Black Spider Monkey","Manu National Park, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",8.205,7.165,9.37,1.704127343,3.061772363,NA,80.25,NA,13.1,3.7,NA,7.848885271,NA,3.39411255,1.13137085,NA,0,0,"Ceboidea"
"81","pop","Ateles_geoffroyi","Central American Spider Monkey","Barro Colorado Island, Panama","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","AR",8.003,7.342,7.622,0.379334944,0.432490462,0.115965512,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"82","pop","Ateles_geoffroyi","Central American Spider Monkey","Parque de Fauna y Floral Silvestre Tropica,l Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",8.003,7.342,7.622,0.379334944,0.432490462,0.115965512,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"83","pop","Ateles_geoffroyi","Central American Spider Monkey","Punta Laguna Lake, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,NA,NA,NA,13,8,"none","FFMM","FFMM",0.923076923,"groups","ff","yes","AR",8.003,7.342,7.622,0.379334944,0.432490462,0.115965512,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0.076923077,1,"Ceboidea"
"84","pop","Ateles_geoffroyi","Central American Spider Monkey","Runaway Creek Natural Reserve Belize","Forest_Grassland_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,"none","FFMM","FFMM",1,"groups","one","none","AR",8.003,7.342,7.622,0.379334944,0.432490462,0.115965512,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"85","pop","Ateles_geoffroyi","Central American Spider Monkey","Santa Rosa, Costa Rica","Forest_Grassland_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","ff","none","AR",8.003,7.342,7.622,0.379334944,0.432490462,0.115965512,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"86","pop","Ateles_geoffroyi","Central American Spider Monkey","Tikal National Park Panama","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",8.003,7.342,7.622,0.379334944,0.432490462,0.115965512,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0.5,2,"Ceboidea"
"87","pop","Ateles_geoffroyi","Central American Spider Monkey","Yakatan, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",8.003,7.342,7.622,0.379334944,0.432490462,0.115965512,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"89","pop","Ateles_hybridus","Variegated Spider Monkey","Hacienda San Juan del Carare, Colombia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"none","FFMM","FFMM",0.666666667,"groups","one","none","AR",8.25,9,NA,NA,NA,NA,94,NA,5,1,NA,0,NA,0,0,NA,0.333333333,0,"Ceboidea"
"90","pop","Ateles_hybridus","Variegated Spider Monkey","Hacienda El Pajuil, Colombia","Artificial_Forest_Grassland_Savanna_Wetland",1,1,"both",5,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"wp","FFMM","FFMM",1,"groups","ff","none","AR",8.25,9,NA,NA,NA,NA,94,NA,5,1,NA,0,NA,0,0,NA,0,0,"Ceboidea"
"92","pop","Ateles_marginatus","White-Whiskered Spider Monkey","Tapajo National Forest, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.6,"groups","one","none","AR",10.4,5.824,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Ceboidea"
"97","pop","Avahi_laniger","Eastern Wooly Lemur","Sainte Luce, Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"solitary_groups","one","none","AR",1.112,1.275666667,1.175,0.085158675,0.065850842,0.007071068,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"99","pop","Avahi_meridionalis","Southern Wooly Lemur","Sainte Luce, Madagarcar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"unknown","one","none","AR",1.0375,1.125,1.21,0.088388348,0.106066017,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"102","pop","Avahi_occidentalis","Western Wooly Lemur","Northwestern, Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"none","MF","MF",1,"unknown","one","none","AR",0.814,0.777,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"107","pop","Brachyteles_arachnoides","Southern Muriqui","Fazenda Montes Carlos, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,"none","FFMM","FFMM",1,"groups","ff","none","AR",9.905,8.285,8.84,0.417193001,0.304055916,NA,39.95,NA,66.1,8.15,NA,27.08218972,NA,0.141421356,5.727564928,NA,0,0,"Ceboidea"
"108","pop","Brachyteles_arachnoides","Southern Muriqui","Parque Estadual Carlos Bothelo, Brazil","Forest",0,1,"closed",1,"Diurnal",40,32,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,2,"none","FFMM","FFMM",1,"groups","ff","none","AR",9.905,8.285,8.84,0.417193001,0.304055916,NA,39.95,NA,66.1,8.15,NA,27.08218972,NA,0.141421356,5.727564928,NA,0,0,"Ceboidea"
